coco.pt,larch.pt,smoke.pt,car.pt,vehicle.pt,person.pt
0.005,0.98,0.015,0.0,0.0,0.0
0.15454545454545454,0.20909090909090908,0.6363636363636364,0.0,0.0,0.0
0.006926406926406926,0.9878787878787879,0.005194805194805195,0.0,0.0,0.0
0.10727969348659004,0.5900383141762452,0.30268199233716475,0.0,0.0,0.0
0.003054989816700611,0.9714867617107943,0.025458248472505093,0.0,0.0,0.0
0.3664,0.3924,0.2412,0.0,0.0,0.0
