AP,AP50,AP75,AP_small,AP_medium,AP_large,AR1,AR10,AR100,AR_small,AR_medium,AR_large
0.48565156168239276,0.7925747450329863,0.5006863804877438,0.25849394324996255,0.5983807364255114,0.8457834353478645,0.13803746928746927,0.5115939803439804,0.6372389434889435,0.4837145783543872,0.7275683154617779,0.9078683834048642
0.484174964814512,0.7894923512711269,0.5009221207557739,0.2561583668275288,0.5968134327163042,0.8456010178866061,0.13743857493857498,0.5107033169533169,0.6341676904176905,0.4787982246500512,0.725596679349706,0.9081545064377684
0.48107242993994587,0.7859767849310448,0.49813600519890716,0.25152118720347216,0.5946656257112166,0.8443678531996653,0.13753071253071253,0.5114250614250614,0.6322788697788697,0.4735745988391942,0.7266689726738152,0.9078683834048642
0.4759076868752075,0.7798694188323329,0.4923951759736225,0.24601516269292997,0.5906639329314621,0.8421268379899839,0.13674754299754296,0.5088144963144963,0.6280712530712531,0.4686582451348583,0.7226219301279834,0.9061516452074393
0.47067513931983357,0.7717743589749505,0.4875559338365899,0.23847633954561362,0.5876213964984837,0.8376008866304073,0.1359490171990172,0.5056664619164619,0.6234797297297298,0.4611130078525094,0.7203389830508475,0.9044349070100145
0.4629819653828333,0.7619799542224901,0.4795238037608001,0.2302860971391448,0.5815395290804479,0.8345619571147811,0.13470515970515967,0.5001996314496315,0.6185350122850123,0.4544213041993855,0.7161881701833275,0.903576537911302
0.454235981692628,0.7493773384025719,0.4701275283464226,0.22024147535518207,0.5743644719511396,0.8310682793320971,0.13344594594594594,0.49396498771498765,0.6132831695331695,0.4455445544554456,0.7139052231061916,0.9012875536480687
0.44448841439097114,0.7355130376166761,0.45912494363567236,0.20771518815860165,0.567005216830597,0.8257524054044089,0.13207923832923835,0.48665540540540536,0.607232800982801,0.4360874018436327,0.7099273607748185,0.9008583690987125
0.4311100248944686,0.7175705116062905,0.44425206515939303,0.1927384507943503,0.5549596024386847,0.8198282529303074,0.1300829238329238,0.4766584766584766,0.5997389434889435,0.42533287811539777,0.70415081286752,0.8997138769670958
0.41216611107807705,0.6918184862114993,0.42152098137333216,0.17209621468898204,0.5367194526704667,0.8114222138860343,0.12771805896805896,0.45949017199017195,0.5855497542997543,0.4094912939569819,0.689277066758907,0.8952789699570814
0.3994997966807502,0.6721494666938769,0.4071090590490078,0.1579555636852817,0.5254193651225659,0.8055794253348101,0.1262438574938575,0.44983108108108105,0.5771038083538084,0.397371116421987,0.6831200276720858,0.89241773962804
