AP,AP50,AP75,AP_small,AP_medium,AP_large,AR1,AR10,AR100,AR_small,AR_medium,AR_large
0.4856236541007644,0.7919351720832261,0.5006533455130878,0.2574826350846222,0.5983336881489193,0.845792784173559,0.13791461916461917,0.5109643734643734,0.637269656019656,0.4820416524411062,0.7290902801798687,0.9090128755364806
0.48393218275089117,0.7900543124948567,0.49914890458828215,0.25536721921057526,0.5978671643255616,0.8445779589005776,0.13756142506142505,0.5110104422604422,0.6360257985257985,0.47917377944691014,0.7295053614666205,0.907725321888412
0.48145366844377785,0.7863521658649437,0.49827536128233263,0.2519253712393607,0.5953614641205212,0.8428549196777446,0.13717751842751844,0.5106265356265356,0.6340294840294841,0.4770570160464323,0.7272915946039432,0.9072961373390557
0.4769695742918116,0.7810362740620206,0.4919890940404357,0.24665949123585043,0.5916636440370896,0.8417631658250867,0.13671683046683047,0.5077702702702703,0.6301904176904177,0.4711505633321954,0.7245589761328259,0.9074391988555078
0.47088368795966806,0.7724124825883546,0.48866703210107565,0.2385749370481223,0.588276620911174,0.8381209420991153,0.13584152334152333,0.5046529484029484,0.625061425061425,0.4632297712529875,0.7217225873400208,0.9044349070100145
0.46320726394404893,0.7619090510260763,0.47989199246326536,0.2290635711935297,0.5826295874742762,0.8342299122763914,0.1349815724815725,0.4994318181818181,0.6192260442260442,0.45414817343803343,0.7178484953303356,0.9044349070100143
0.45258354329828093,0.7474503622202049,0.46702110254719875,0.2158064944638649,0.573580228658394,0.8293580888314748,0.13326167076167078,0.4919379606879607,0.6116093366093367,0.44312051894844656,0.7123140781736423,0.9018597997138768
0.43944570169936764,0.7298611126579552,0.4515866350046399,0.20020288352244142,0.5622028344522136,0.8241154895406162,0.13129606879606878,0.4822942260442261,0.6033630221130222,0.4305906452714237,0.7065721203735732,0.9012875536480687
0.4219654547410692,0.704745418420776,0.4321986915451216,0.18099011473654,0.5466004442965795,0.8167389728552965,0.12943796068796068,0.46785933660933665,0.5929514742014742,0.4183680437009218,0.6964026288481494,0.8978540772532189
0.4572774370567368,0.753757491881406,0.4735380244135398,0.22210926139966594,0.5777711207552385,0.8321385141709698,0.13435196560196558,0.4945178132678133,0.6136670761670762,0.4462273813588256,0.7138014527845036,0.902145922746781
0.36017927298176355,0.6112386406230828,0.3621290926293162,0.1267323732030498,0.48408444383307175,0.7714042815348209,0.12142199017199015,0.42040847665847664,0.55625,0.36005462615227046,0.6746454514008994,0.890414878397711
0.3139438295258077,0.5370424243763232,0.3143109604573255,0.09208615732171323,0.4359456898223488,0.7276615851836591,0.11236179361179362,0.3802518427518427,0.533860565110565,0.32700580402867874,0.6588723625043238,0.8852646638054363
0.467867356806293,0.7452419653101602,0.5003143608721199,0.2547867331167608,0.5814227158206996,0.8188374480799417,0.13393734643734642,0.5152027027027026,0.6669379606879606,0.5365995220211677,0.7438948460740229,0.896137339055794
0.41389644155209415,0.6709691613705693,0.43429734938817754,0.20052782881587172,0.520520512227592,0.7934708213676155,0.12836302211302214,0.46607800982800984,0.6339987714987715,0.4763741891430522,0.728294707713594,0.9050071530758228
0.3735888651550407,0.6037050027147619,0.3951234330247958,0.16369803297071797,0.48525455120281175,0.7848306387915494,0.12914619164619162,0.4412315724815724,0.6045454545454545,0.4255035848412428,0.7152888273953649,0.898283261802575
