AP,AP50,AP75,AP_small,AP_medium,AP_large,AR1,AR10,AR100,AR_small,AR_medium,AR_large
0.4179865848374679,0.7194382632030111,0.4390970503198003,0.3064516129032258,0.3566263330914476,0.45126053402564476,0.4315151515151515,0.6639393939393939,0.7078787878787879,0.7,0.6038834951456311,0.7553097345132744
0.4159771888344226,0.7272017794619594,0.43089725508078547,0.3060606060606061,0.3509728885522676,0.45119986497828074,0.4324242424242425,0.6551515151515152,0.7057575757575758,0.7,0.5932038834951456,0.7570796460176991
0.41109757241940886,0.729679792195575,0.415460113147282,0.30769230769230765,0.3418726343666976,0.44800018491054483,0.4275757575757576,0.656060606060606,0.7,0.7,0.596116504854369,0.7473451327433628
0.40277523333632087,0.7249995306029402,0.4060848552504147,0.2125641025641025,0.3337247888370459,0.4399346918530941,0.4193939393939393,0.6518181818181819,0.6963636363636363,0.7,0.5883495145631069,0.745575221238938
0.39420751770626117,0.723788944947558,0.39763218866120664,0.22173913043478255,0.32601545961769524,0.43100468743494935,0.40757575757575754,0.6478787878787878,0.6948484848484848,0.7,0.5864077669902913,0.7442477876106194
0.3871162437806037,0.7222123799908211,0.3724203633643012,0.22380952380952376,0.3219046748362617,0.42315317487169646,0.3975757575757576,0.6448484848484848,0.6848484848484848,0.7,0.5660194174757281,0.7389380530973452
0.37401645340847495,0.7084394575186576,0.3444786684715248,0.22941176470588234,0.3167831755394463,0.40844015575123704,0.3851515151515152,0.6372727272727272,0.6763636363636365,0.7,0.5533980582524272,0.7323008849557522
0.3539763295866116,0.6939102635270625,0.3315085252312345,0.13157894736842102,0.300611359076353,0.3884378919157145,0.37757575757575756,0.6266666666666667,0.6712121212121213,0.7,0.5485436893203884,0.7269911504424779
0.3317021272573084,0.6739589275901543,0.2772393994380954,0.12727272727272726,0.28468700563822447,0.36426478479160235,0.3627272727272727,0.6181818181818182,0.6624242424242424,0.7,0.537864077669903,0.7190265486725664
0.3751058659208225,0.7111118152180776,0.346928831444173,0.23333333333333328,0.31565416178668493,0.4097140942481827,0.38454545454545463,0.6354545454545455,0.6790909090909091,0.7,0.554368932038835,0.7358407079646019
0.2972116128521106,0.6094298617684376,0.23298764406099678,0.21578947368421048,0.23745636347719548,0.32709187621400765,0.33484848484848484,0.5993939393939394,0.6548484848484849,0.5,0.5339805825242718,0.7106194690265487
0.43120207900726265,0.700293358454805,0.44499969024558617,0.6999999999999998,0.34565209439941996,0.4714302929419638,0.47757575757575754,0.696060606060606,0.7566666666666666,0.7,0.6660194174757282,0.7982300884955753
0.3431149365266929,0.6023004726623803,0.3305209535580381,0.5999999999999999,0.3069632250889583,0.37825387491428986,0.403939393939394,0.6415151515151515,0.6942424242424241,0.6,0.6349514563106797,0.7216814159292035
0.32558839637054576,0.6137294201036992,0.281427803902133,0.6999999999999998,0.26455821110397143,0.3631337993134673,0.3872727272727273,0.5793939393939394,0.6596969696969698,0.7,0.5592233009708739,0.7053097345132743
0.30037897843443523,0.5228401500750424,0.32643641821421904,0.7999999999999999,0.2652248275990883,0.3217271913279211,0.4212121212121212,0.613939393939394,0.6672727272727274,0.8,0.5854368932038836,0.7039823008849557
