coco.pt,larch.pt,smoke.pt,car.pt,vehicle.pt,person.pt
0.01,0.99,0.0,0.0,0.0,0.0
0.896969696969697,0.10303030303030303,0.0,0.0,0.0,0.0
0.006060606060606061,0.9939393939393939,0.0,0.0,0.0,0.0
0.5632183908045977,0.4367816091954023,0.0,0.0,0.0,0.0
0.04378818737270876,0.9562118126272913,0.0,0.0,0.0,0.0
0.6248,0.3752,0.0,0.0,0.0,0.0
